id,year,steal,female,age,black,hisp,msa,work,student,dadgone
1359,2000,0,0,19,1,0,1,1,1,1
1359,2001,0,0,20,1,0,1,1,1,1
1359,2002,0,0,21,1,0,1,1,1,1
1359,2003,0,0,22,1,0,1,1,1,1
1360,1998,0,0,17,0,1,1,1,1,0
1360,1999,1,0,18,0,1,1,1,1,0
1360,2000,1,0,19,0,1,1,1,1,0
1360,2001,1,0,20,0,1,1,1,1,0
1360,2002,1,0,21,0,1,1,0,1,0
1360,2003,1,0,22,0,1,1,1,0,0
1361,1998,0,0,16,0,0,1,0,1,0
1361,1999,0,0,17,0,0,1,1,1,0
1361,2000,0,0,18,0,0,1,1,1,0
1361,2001,0,0,19,0,0,1,1,1,0
1361,2002,0,0,20,0,0,1,0,1,0
1361,2003,0,0,21,0,0,1,0,1,0
1368,1998,0,1,16,0,1,1,0,1,0
1368,1999,0,1,17,0,1,1,1,1,0
1368,2000,0,1,18,0,1,1,1,1,0
1368,2001,0,1,19,0,1,1,1,0,0
1368,2002,0,1,20,0,1,1,1,0,0
1368,2003,0,1,21,0,1,1,1,0,0
1370,1998,0,1,14,0,0,1,0,1,0
1370,1999,0,1,15,0,0,1,1,1,0
1370,2000,0,1,16,0,0,1,1,1,0
1370,2001,0,1,17,0,0,1,1,1,0
1370,2002,1,1,18,0,0,1,1,1,0
1370,2003,0,1,19,0,0,1,0,1,0
1377,1998,0,0,14,0,0,1,0,1,0
1377,1999,1,0,15,0,0,1,0,1,0
1377,2000,0,0,16,0,0,1,1,1,0
1377,2001,0,0,17,0,0,1,1,1,0
1377,2002,0,0,18,0,0,1,1,0,0
1377,2003,0,0,19,0,0,1,1,0,0
1378,1998,0,0,15,0,0,1,0,1,1
1378,1999,0,0,16,0,0,1,0,1,1
1378,2000,0,0,17,0,0,1,1,1,1
1378,2001,0,0,18,0,0,1,1,0,1
1378,2002,0,0,19,0,0,1,0,1,1
1378,2003,0,0,20,0,0,1,1,0,1
1379,1998,0,1,14,0,0,1,0,1,1
1379,1999,0,1,15,0,0,1,0,1,1
1379,2000,0,1,16,0,0,1,1,1,1
1379,2001,0,1,17,0,0,1,0,1,1
1379,2002,0,1,18,0,0,1,1,1,1
1379,2003,0,1,19,0,0,1,1,1,1
1383,1998,0,0,16,0,0,1,0,1,1
1383,1999,0,0,17,0,0,1,1,0,1
1383,2000,0,0,18,0,0,1,1,0,1
1383,2001,1,0,19,0,0,1,0,0,1
1383,2002,0,0,20,0,0,1,1,0,1
1383,2003,0,0,21,0,0,1,1,0,0
1394,1998,0,0,14,1,0,1,0,1,1
1394,1999,0,0,15,1,0,1,1,1,1
1394,2000,0,0,16,1,0,1,1,1,1
1394,2001,0,0,17,1,0,1,1,1,1
1394,2002,0,0,18,1,0,1,1,0,1
1394,2003,0,0,19,1,0,1,1,0,1
1400,1998,0,0,18,1,0,1,1,0,1
1400,1999,0,0,19,1,0,1,1,0,1
1400,2000,0,0,20,1,0,1,1,0,0
1400,2001,0,0,21,1,0,1,0,0,0
1400,2002,0,0,22,1,0,1,1,0,0
1400,2003,0,0,23,1,0,1,0,0,0
1401,1998,0,0,15,1,0,1,1,1,1
1401,1999,0,0,16,1,0,1,0,1,1
1401,2000,1,0,17,1,0,1,1,1,1
1401,2001,0,0,18,1,0,1,1,0,1
1401,2002,0,0,19,1,0,1,1,0,1
1401,2003,1,0,20,1,0,1,1,0,1
1402,1998,0,0,15,0,0,1,0,1,1
1402,1999,0,0,16,0,0,1,0,1,1
1402,2000,0,0,17,0,0,1,1,1,1
1402,2001,1,0,18,0,0,1,1,1,1
1402,2002,0,0,19,0,0,1,1,1,1
1402,2003,0,0,20,0,0,1,1,1,1
1406,1998,0,0,15,0,0,1,0,0,0
1406,1999,0,0,16,0,0,1,0,0,0
1406,2000,0,0,17,0,0,1,1,1,0
1406,2001,0,0,18,0,0,1,0,1,0
1406,2002,0,0,19,0,0,1,0,1,0
1406,2003,0,0,20,0,0,1,0,1,0
1407,1998,0,0,15,0,0,1,0,1,0
1407,1999,0,0,16,0,0,1,1,1,0
1407,2000,0,0,17,0,0,1,1,1,0
1407,2001,0,0,18,0,0,1,0,1,0
1407,2002,0,0,19,0,0,1,0,1,0
1407,2003,0,0,20,0,0,1,0,1,0
1410,1998,0,1,18,0,0,1,1,0,1
1410,1999,0,1,19,0,0,1,1,0,1
1410,2000,0,1,20,0,0,1,1,1,1
1410,2001,0,1,21,0,0,1,1,1,1
1410,2002,0,1,22,0,0,1,1,1,1
1410,2003,0,1,23,0,0,1,1,0,1
1412,1998,0,1,16,0,0,1,0,1,0
1412,1999,0,1,17,0,0,1,1,1,0
1412,2000,0,1,18,0,0,1,1,1,0
1412,2001,0,1,19,0,0,1,1,1,0
1412,2002,0,1,20,0,0,1,1,1,0
1412,2003,0,1,21,0,0,1,1,1,0
1421,1998,0,0,15,0,0,1,1,1,0
1421,1999,0,0,16,0,0,1,1,1,0
1421,2000,0,0,17,0,0,1,1,1,0
1421,2001,0,0,18,0,0,1,1,1,0
1421,2002,0,0,19,0,0,0,1,1,0
1421,2003,0,0,20,0,0,0,1,1,0
1422,1998,0,1,16,1,0,1,1,1,1
1422,1999,1,1,17,1,0,1,0,1,1
1422,2000,0,1,18,1,0,1,1,1,1
1422,2001,0,1,19,1,0,1,1,1,1
1422,2002,0,1,20,1,0,1,1,1,1
1422,2003,0,1,21,1,0,1,1,1,1
1424,1998,0,1,15,1,0,1,1,1,1
1424,1999,0,1,16,1,0,1,1,1,1
1424,2000,0,1,17,1,0,1,0,1,1
1424,2001,0,1,18,1,0,1,0,0,1
1424,2002,0,1,19,1,0,1,0,1,1
1424,2003,0,1,20,1,0,1,0,0,1
1426,1998,0,0,16,1,0,1,1,1,1
1426,1999,0,0,17,1,0,1,1,1,1
1426,2000,0,0,18,1,0,1,1,1,1
1426,2001,0,0,19,1,0,1,1,0,1
1426,2002,0,0,20,1,0,1,1,0,1
1426,2003,0,0,21,1,0,1,1,0,1
1433,1998,0,1,14,0,0,1,0,1,0
1433,1999,0,1,15,0,0,1,0,1,0
1433,2000,0,1,16,0,0,1,0,1,0
1433,2001,0,1,17,0,0,1,1,1,0
1433,2002,0,1,18,0,0,1,1,1,0
1433,2003,0,1,19,0,0,1,1,1,0
1435,1998,0,0,16,0,0,1,1,1,1
1435,1999,0,0,17,0,0,1,1,1,1
1435,2000,0,0,18,0,0,1,1,1,1
1435,2001,0,0,19,0,0,1,1,0,1
1435,2002,0,0,20,0,0,1,1,0,1
1435,2003,0,0,21,0,0,1,1,0,1
1436,1998,0,1,14,0,0,1,0,1,1
1436,1999,0,1,15,0,0,1,1,1,1
1436,2000,0,1,16,0,0,1,1,0,1
1436,2001,0,1,17,0,0,1,0,0,1
1436,2002,0,1,18,0,0,1,1,0,1
1436,2003,0,1,19,0,0,1,1,1,1
1438,1998,0,1,16,0,0,1,0,1,0
1438,1999,0,1,17,0,0,1,0,1,0
1438,2000,0,1,18,0,0,1,1,1,0
1438,2001,0,1,19,0,0,1,1,1,0
1438,2002,0,1,20,0,0,1,1,1,0
1438,2003,0,1,21,0,0,1,1,1,0
1439,1998,0,0,15,0,0,1,1,1,1
1439,1999,0,0,16,0,0,1,1,1,1
1439,2000,1,0,17,0,0,1,1,1,1
1439,2001,1,0,18,0,0,1,1,0,1
1439,2002,0,0,19,0,0,1,1,0,1
1439,2003,0,0,20,0,0,1,1,0,1
1440,1998,0,1,17,0,0,1,1,1,0
1440,1999,0,1,18,0,0,1,1,1,0
1440,2000,0,1,19,0,0,1,1,1,0
1440,2001,0,1,20,0,0,1,1,1,0
1440,2002,0,1,21,0,0,1,1,1,0
1440,2003,0,1,22,0,0,1,1,1,0
1442,1998,1,1,17,0,0,1,1,1,0
1442,1999,0,1,18,0,0,1,1,1,0
1442,2000,0,1,19,0,0,1,0,1,0
1442,2001,0,1,20,0,0,1,1,1,0
1442,2002,0,1,21,0,0,1,1,1,0
1442,2003,0,1,22,0,0,1,1,1,0
1444,1998,0,1,17,0,0,1,1,1,1
1444,1999,0,1,18,0,0,1,1,1,1
1444,2000,0,1,19,0,0,1,1,1,1
1444,2001,0,1,20,0,0,1,1,1,1
1444,2002,0,1,21,0,0,1,1,0,1
1444,2003,0,1,22,0,0,1,1,1,1
1446,1998,0,0,14,0,0,1,1,1,0
1446,1999,0,0,15,0,0,1,1,1,0
1446,2000,0,0,16,0,0,1,1,1,0
1446,2001,0,0,17,0,0,1,1,1,0
1446,2002,1,0,18,0,0,1,1,1,0
1446,2003,0,0,19,0,0,1,1,1,0
1447,1998,1,0,15,0,0,1,1,1,0
1447,1999,1,0,16,0,0,1,1,1,0
1447,2000,0,0,17,0,0,1,1,1,0
1447,2001,1,0,18,0,0,1,1,1,0
1447,2002,0,0,19,0,0,1,1,1,0
1447,2003,0,0,20,0,0,1,1,0,0
1453,1998,0,1,17,0,0,1,1,1,0
1453,1999,0,1,18,0,0,1,1,1,0
1453,2000,0,1,19,0,0,1,1,1,0
1453,2001,0,1,20,0,0,1,1,1,0
1453,2002,0,1,21,0,0,1,1,1,0
1453,2003,0,1,22,0,0,1,1,0,0
1455,1998,0,0,15,0,0,1,0,1,0
1455,1999,0,0,16,0,0,1,1,1,0
1455,2000,0,0,17,0,0,1,0,1,0
1455,2001,0,0,18,0,0,1,1,1,0
1455,2002,1,0,19,0,0,1,1,1,0
1455,2003,1,0,20,0,0,1,0,1,0
1457,1998,0,0,15,0,0,1,1,1,0
1457,1999,0,0,16,0,0,1,1,1,0
1457,2000,0,0,17,0,0,1,1,1,0
1457,2001,0,0,18,0,0,1,1,1,0
1457,2002,0,0,19,0,0,1,1,1,0
1457,2003,0,0,20,0,0,1,1,1,0
1459,1998,0,1,14,0,0,1,0,1,0
1459,1999,0,1,15,0,0,1,1,1,0
1459,2000,0,1,16,0,0,1,1,1,0
1459,2001,0,1,17,0,0,1,1,1,0
1459,2002,0,1,18,0,0,1,1,1,0
1459,2003,0,1,19,0,0,1,0,1,0
1460,1998,0,0,14,0,0,1,0,1,0
1460,1999,0,0,15,0,0,1,0,1,0
1460,2000,0,0,16,0,0,1,0,1,0
1460,2001,0,0,17,0,0,1,1,1,0
1460,2002,0,0,18,0,0,1,1,1,0
1460,2003,0,0,19,0,0,1,1,1,0
1461,1998,0,0,17,0,0,1,1,1,0
1461,1999,0,0,18,0,0,1,1,1,0
1461,2000,0,0,19,0,0,1,1,1,0
1461,2001,0,0,20,0,0,1,1,1,0
1461,2002,0,0,21,0,0,1,1,0,0
1461,2003,0,0,22,0,0,1,1,1,0
1462,1998,0,1,14,0,0,1,0,1,0
1462,1999,1,1,15,0,0,1,0,1,0
1462,2000,0,1,16,0,0,1,0,1,0
1462,2001,0,1,17,0,0,1,0,1,0
1462,2002,0,1,18,0,0,1,1,1,0
1462,2003,0,1,19,0,0,1,1,1,0
1463,1998,1,0,18,0,0,1,1,1,1
1463,1999,0,0,19,0,0,1,0,1,1
1463,2000,1,0,20,0,0,1,0,1,1
1463,2001,0,0,21,0,0,1,1,1,1
1463,2002,1,0,22,0,0,1,1,0,1
1463,2003,0,0,23,0,0,1,1,0,1
1464,1998,0,1,14,0,0,1,0,1,0
1464,1999,0,1,15,0,0,1,1,1,0
1464,2000,0,1,16,0,0,1,0,1,0
1464,2001,0,1,17,0,0,1,1,1,0
1464,2002,0,1,18,0,0,1,1,1,0
1464,2003,0,1,19,0,0,1,1,1,0
1469,1998,1,0,14,1,0,1,1,1,1
1469,1999,1,0,15,1,0,1,0,1,1
1469,2000,0,0,16,1,0,1,0,1,1
1469,2001,0,0,17,1,0,1,1,1,1
1469,2002,0,0,18,1,0,1,1,1,1
1469,2003,0,0,19,1,0,1,1,0,1
1470,1998,1,1,16,1,0,1,1,1,0
1470,1999,1,1,17,1,0,1,1,1,0
1470,2000,1,1,18,1,0,1,1,1,0
1470,2001,1,1,19,1,0,1,1,0,0
1470,2002,0,1,20,1,0,1,1,0,0
1470,2003,0,1,21,1,0,1,1,0,0
1471,1998,1,0,14,1,0,1,1,1,0
1471,1999,1,0,15,1,0,1,1,1,0
1471,2000,0,0,16,1,0,1,1,0,0
1471,2001,0,0,17,1,0,1,1,0,0
1471,2002,0,0,18,1,0,1,1,0,0
1471,2003,0,0,19,1,0,1,1,0,0
1473,1998,0,0,15,1,0,1,1,1,1
1473,1999,0,0,16,1,0,1,0,1,1
1473,2000,0,0,17,1,0,1,0,1,1
1473,2001,0,0,18,1,0,1,1,1,1
1473,2002,0,0,19,1,0,1,1,1,1
1473,2003,0,0,20,1,0,1,1,1,1
1477,1998,1,1,15,1,0,1,0,1,0
1477,1999,0,1,16,1,0,1,0,1,0
1477,2000,0,1,17,1,0,1,1,1,0
1477,2001,0,1,18,1,0,1,1,1,0
1477,2002,0,1,19,1,0,1,1,0,0
1477,2003,0,1,20,1,0,1,1,0,0
1479,1998,1,1,18,1,0,1,1,1,0
1479,1999,0,1,19,1,0,1,1,1,0
1479,2000,0,1,20,1,0,1,1,1,0
1479,2001,0,1,21,1,0,1,0,1,0
1479,2002,0,1,22,1,0,1,1,0,0
1479,2003,0,1,23,1,0,1,1,0,0
1483,1998,0,0,14,0,1,1,0,1,1
1483,1999,0,0,15,0,1,1,0,1,1
1483,2000,0,0,16,0,1,1,0,1,1
1483,2001,0,0,17,0,1,1,0,1,1
1483,2002,0,0,18,0,1,1,1,1,1
1483,2003,0,0,19,0,1,1,1,1,1
1485,1998,1,0,15,0,0,1,0,1,0
1485,1999,1,0,16,0,0,1,1,1,0
1485,2000,0,0,17,0,0,1,1,1,0
1485,2001,0,0,18,0,0,1,1,1,0
1485,2002,0,0,19,0,0,1,1,0,0
1485,2003,0,0,20,0,0,1,1,1,0
1486,1998,0,0,14,0,0,1,1,1,0
1486,1999,0,0,15,0,0,1,0,1,0
1486,2000,0,0,16,0,0,1,1,1,0
1486,2001,0,0,17,0,0,1,0,1,0
1486,2002,0,0,18,0,0,1,0,1,0
1486,2003,0,0,19,0,0,1,1,1,0
1491,1998,1,0,16,0,0,1,0,1,0
1491,1999,0,0,17,0,0,1,1,0,0
1491,2000,0,0,18,0,0,1,1,1,0
1491,2001,1,0,19,0,0,1,1,1,0
1491,2002,1,0,20,0,0,1,0,1,0
1491,2003,0,0,21,0,0,1,1,1,0
1492,1998,0,1,16,0,0,1,1,1,0
1492,1999,0,1,17,0,0,1,1,1,0
1492,2000,0,1,18,0,0,1,1,1,0
1492,2001,0,1,19,0,0,1,1,1,0
1492,2002,0,1,20,0,0,1,1,1,0
1492,2003,0,1,21,0,0,1,0,1,0
1493,1998,0,0,15,0,0,1,1,1,0
1493,1999,0,0,16,0,0,1,1,1,0
1493,2000,0,0,17,0,0,1,1,1,0
1493,2001,1,0,18,0,0,1,1,1,0
1493,2002,0,0,19,0,0,1,1,1,0
1493,2003,0,0,20,0,0,1,1,1,0
1494,1998,1,1,18,0,0,1,1,1,1
1494,1999,1,1,19,0,0,1,1,1,1
1494,2000,0,1,20,0,0,1,1,1,1
1494,2001,0,1,21,0,0,1,1,1,1
1494,2002,1,1,22,0,0,1,1,0,1
1494,2003,0,1,23,0,0,1,1,0,1
1496,1998,0,1,17,0,0,1,1,1,0
1496,1999,0,1,18,0,0,1,1,1,0
1496,2000,0,1,19,0,0,1,1,1,0
1496,2001,0,1,20,0,0,1,1,1,0
1496,2002,0,1,21,0,0,1,1,0,0
1496,2003,0,1,22,0,0,1,1,0,0
1498,1998,0,1,14,0,0,1,0,1,1
1498,1999,0,1,15,0,0,1,0,1,1
1498,2000,0,1,16,0,0,1,0,1,1
1498,2001,0,1,17,0,0,1,0,1,1
1498,2002,0,1,18,0,0,1,1,1,1
1498,2003,0,1,19,0,0,1,1,1,1
1502,1998,0,1,14,1,0,1,0,1,0
1502,1999,0,1,15,1,0,1,1,1,0
1502,2000,0,1,16,1,0,1,0,1,1
1502,2001,0,1,17,1,0,1,0,1,1
1502,2002,0,1,18,1,0,1,0,0,1
1502,2003,0,1,19,1,0,1,1,0,1
1503,1998,0,0,18,0,0,1,1,1,1
1503,1999,0,0,19,0,0,1,1,1,1
1503,2000,0,0,20,0,0,1,1,1,1
1503,2001,0,0,21,0,0,1,1,1,1
1503,2002,0,0,22,0,0,1,1,0,1
1503,2003,0,0,23,0,0,1,1,1,1
1506,1998,0,1,14,0,1,1,1,1,0
1506,1999,0,1,15,0,1,1,1,1,0
1506,2000,0,1,16,0,1,1,1,1,0
1506,2001,0,1,17,0,1,1,1,1,0
1506,2002,0,1,18,0,1,1,1,1,0
1506,2003,0,1,19,0,1,1,1,1,0
1511,1998,1,1,16,0,0,1,1,1,1
1511,1999,0,1,17,0,0,1,1,1,1
1511,2000,0,1,18,0,0,1,1,0,1
1511,2001,0,1,19,0,0,1,1,0,1
1511,2002,1,1,20,0,0,1,1,0,1
1511,2003,0,1,21,0,0,1,1,0,1
1516,1998,0,1,18,0,1,1,0,1,0
1516,1999,0,1,19,0,1,1,1,1,0
1516,2000,0,1,20,0,1,1,0,1,0
1516,2001,0,1,21,0,1,1,1,1,0
1516,2002,0,1,22,0,1,1,1,1,0
1516,2003,0,1,23,0,1,1,1,1,0
1519,1998,0,0,14,0,0,1,0,1,0
1519,1999,0,0,15,0,0,1,1,1,0
1519,2000,0,0,16,0,0,1,1,1,0
1519,2001,0,0,17,0,0,1,1,1,0
1519,2002,0,0,18,0,0,1,1,1,0
1519,2003,0,0,19,0,0,1,1,1,0
1520,1998,0,0,14,0,0,1,0,1,0
1520,1999,0,0,15,0,0,1,0,1,0
1520,2000,0,0,16,0,0,1,1,1,0
1520,2001,0,0,17,0,0,1,0,1,0
1520,2002,0,0,18,0,0,1,1,0,0
1520,2003,0,0,19,0,0,1,1,0,0
1522,1998,0,0,16,0,0,1,0,1,0
1522,1999,0,0,17,0,0,1,1,1,0
1522,2000,0,0,18,0,0,1,1,1,0
1522,2001,0,0,19,0,0,1,0,1,0
1522,2002,0,0,20,0,0,1,1,1,0
1522,2003,0,0,21,0,0,1,1,0,0
1527,1998,0,1,14,1,0,1,0,1,1
1527,1999,0,1,15,1,0,1,0,1,1
1527,2000,0,1,16,1,0,1,0,1,1
1527,2001,0,1,17,1,0,1,1,1,1
1527,2002,0,1,18,1,0,1,1,0,1
1527,2003,0,1,19,1,0,1,0,0,1
1531,1998,0,1,15,0,0,1,0,1,0
1531,1999,0,1,16,0,0,1,0,1,0
1531,2000,0,1,17,0,0,1,0,1,0
1531,2001,0,1,18,0,0,1,0,1,0
1531,2002,0,1,19,0,0,1,0,1,0
1531,2003,0,1,20,0,0,1,1,0,0
1533,1998,0,1,16,0,0,1,1,1,0
1533,1999,0,1,17,0,0,1,0,1,0
1533,2000,0,1,18,0,0,1,1,1,0
1533,2001,0,1,19,0,0,1,1,1,0
1533,2002,0,1,20,0,0,1,1,1,0
1533,2003,0,1,21,0,0,1,1,1,0
1540,1998,0,1,14,0,0,1,0,0,0
1540,1999,0,1,15,0,0,1,0,1,0
1540,2000,0,1,16,0,0,1,1,1,0
1540,2001,0,1,17,0,0,1,1,1,0
1540,2002,0,1,18,0,0,1,1,0,0
1540,2003,0,1,19,0,0,1,1,0,0
1541,1998,1,1,14,0,0,1,1,1,0
1541,1999,1,1,15,0,0,1,0,1,0
1541,2000,1,1,16,0,0,1,1,1,0
1541,2001,0,1,17,0,0,1,1,1,1
1541,2002,0,1,18,0,0,1,1,1,0
1541,2003,0,1,19,0,0,1,1,0,1
1542,1998,0,1,15,0,1,1,0,1,0
1542,1999,0,1,16,0,1,1,0,1,0
1542,2000,0,1,17,0,1,1,1,1,0
1542,2001,0,1,18,0,1,1,1,1,0
1542,2002,0,1,19,0,1,1,1,1,0
1542,2003,0,1,20,0,1,1,1,1,0
1545,1998,0,0,16,0,0,1,0,1,0
1545,1999,0,0,17,0,0,1,0,1,0
1545,2000,0,0,18,0,0,1,0,1,0
1545,2001,0,0,19,0,0,1,0,1,0
1545,2002,0,0,20,0,0,1,1,1,0
1545,2003,0,0,21,0,0,1,1,0,0
1546,1998,0,1,15,0,0,1,0,1,0
1546,1999,0,1,16,0,0,1,1,1,0
1546,2000,0,1,17,0,0,1,1,1,0
1546,2001,0,1,18,0,0,1,1,1,0
1546,2002,0,1,19,0,0,1,1,0,0
1546,2003,0,1,20,0,0,1,1,1,0
1549,1998,0,0,14,0,1,1,0,1,0
1549,1999,0,0,15,0,1,1,0,1,0
1549,2000,0,0,16,0,1,1,1,1,0
1549,2001,0,0,17,0,1,1,1,1,0
1549,2002,0,0,18,0,1,1,1,1,0
1549,2003,0,0,19,0,1,1,1,1,0
1552,1998,0,0,14,0,0,1,0,1,0
1552,1999,0,0,15,0,0,1,0,1,0
1552,2000,0,0,16,0,0,1,0,1,0
1552,2001,0,0,17,0,0,1,0,1,0
1552,2002,0,0,18,0,0,1,1,1,0
1552,2003,0,0,19,0,0,1,1,0,0
1556,1998,0,0,15,1,0,1,0,1,0
1556,1999,0,0,16,1,0,1,0,1,0
1556,2000,0,0,17,1,0,1,0,1,0
1556,2001,0,0,18,1,0,1,0,0,0
1556,2002,0,0,19,1,0,1,0,0,0
1556,2003,0,0,20,1,0,1,0,0,0
1557,1998,0,1,14,1,0,1,0,1,0
1557,1999,0,1,15,1,0,1,0,1,0
1557,2000,0,1,16,1,0,1,0,1,0
1557,2001,0,1,17,1,0,1,1,1,0
1557,2002,1,1,18,1,0,1,1,1,0
1557,2003,0,1,19,1,0,1,0,1,0
1560,1998,0,0,14,0,1,1,0,1,0
1560,1999,0,0,15,0,1,1,1,1,0
1560,2000,0,0,16,0,1,1,1,1,0
1560,2001,0,0,17,0,1,1,0,1,0
1560,2002,0,0,18,0,1,1,1,1,0
1560,2003,0,0,19,0,1,1,1,0,0
1571,1998,0,1,16,0,1,1,1,1,0
1571,1999,0,1,17,0,1,1,1,1,0
1571,2000,0,1,18,0,1,1,1,1,0
1571,2001,0,1,19,0,1,1,1,0,0
1571,2002,0,1,20,0,1,1,1,0,0
1571,2003,0,1,21,0,1,1,1,1,0
1572,1998,0,0,16,0,0,1,1,1,0
1572,1999,0,0,17,0,0,1,1,1,0
1572,2000,1,0,18,0,0,1,1,0,0
1572,2001,0,0,19,0,0,1,1,0,0
1572,2002,0,0,20,0,0,0,0,0,0
1572,2003,0,0,21,0,0,1,0,1,0
1574,1998,0,1,15,0,0,1,0,1,1
1574,1999,0,1,16,0,0,1,1,1,1
1574,2000,0,1,17,0,0,1,1,1,1
1574,2001,0,1,18,0,0,1,1,1,1
1574,2002,0,1,19,0,0,1,1,1,0
1574,2003,0,1,20,0,0,1,1,1,1
1578,1998,0,0,17,0,0,1,1,1,0
1578,1999,0,0,18,0,0,1,1,1,0
1578,2000,0,0,19,0,0,1,1,0,0
1578,2001,0,0,20,0,0,1,1,0,0
1578,2002,0,0,21,0,0,1,1,0,0
1578,2003,0,0,22,0,0,1,1,0,0
1585,1998,0,1,14,0,1,1,0,1,0
1585,1999,0,1,15,0,1,1,0,1,1
1585,2000,0,1,16,0,1,1,0,1,1
1585,2001,0,1,17,0,1,1,1,1,0
1585,2002,0,1,18,0,1,1,1,1,0
1585,2003,0,1,19,0,1,1,1,0,0
1586,1998,0,0,15,0,1,1,1,1,0
1586,1999,0,0,16,0,1,1,1,1,0
1586,2000,0,0,17,0,1,1,1,1,1
1586,2001,0,0,18,0,1,1,1,1,1
1586,2002,1,0,19,0,1,1,1,0,1
1586,2003,0,0,20,0,1,1,1,0,1
1588,1998,1,1,14,0,0,1,0,1,1
1588,1999,1,1,15,0,0,1,0,1,1
1588,2000,0,1,16,0,0,1,1,1,1
1588,2001,0,1,17,0,0,1,1,1,1
1588,2002,0,1,18,0,0,1,1,0,1
1588,2003,0,1,19,0,0,1,1,0,0
1592,1998,0,1,17,0,0,1,1,1,0
1592,1999,0,1,18,0,0,1,1,0,0
1592,2000,0,1,19,0,0,1,1,1,0
1592,2001,0,1,20,0,0,1,1,1,0
1592,2002,0,1,21,0,0,1,1,1,0
1592,2003,0,1,22,0,0,1,1,1,0
1594,1998,0,1,18,1,0,1,0,0,0
1594,1999,0,1,19,1,0,1,1,0,0
1594,2000,0,1,20,1,0,1,0,0,0
1594,2001,0,1,21,1,0,1,0,0,0
1594,2002,0,1,22,1,0,1,0,0,0
1594,2003,0,1,23,1,0,1,0,0,0
1595,1998,0,1,16,1,0,1,1,1,0
1595,1999,0,1,17,1,0,1,0,1,0
1595,2000,0,1,18,1,0,1,1,1,0
1595,2001,0,1,19,1,0,1,0,1,0
1595,2002,0,1,20,1,0,1,1,1,0
1595,2003,0,1,21,1,0,1,0,1,0
1601,1998,0,1,16,0,1,1,1,1,1
1601,1999,0,1,17,0,1,1,1,1,1
1601,2000,0,1,18,0,1,1,1,1,1
1601,2001,0,1,19,0,1,1,1,1,1
1601,2002,0,1,20,0,1,1,1,0,1
1601,2003,0,1,21,0,1,1,0,0,1
1602,1998,0,1,14,0,1,1,0,1,1
1602,1999,0,1,15,0,1,1,0,1,1
1602,2000,0,1,16,0,1,1,0,1,1
1602,2001,0,1,17,0,1,1,0,1,1
1602,2002,0,1,18,0,1,1,0,1,1
1602,2003,0,1,19,0,1,1,1,1,1
1614,1998,0,1,18,0,0,1,1,1,0
1614,1999,0,1,19,0,0,1,0,1,0
1614,2000,0,1,20,0,0,1,1,1,0
1614,2001,0,1,21,0,0,1,1,1,0
1614,2002,0,1,22,0,0,1,1,1,0
1614,2003,0,1,23,0,0,1,1,0,1
1615,1998,0,0,15,0,1,1,1,1,0
1615,1999,0,0,16,0,1,1,1,1,0
1615,2000,0,0,17,0,1,1,0,1,0
1615,2001,0,0,18,0,1,1,1,1,0
1615,2002,0,0,19,0,1,1,1,0,0
1615,2003,0,0,20,0,1,1,1,0,0
1617,1998,0,0,15,0,0,1,1,1,0
1617,1999,0,0,16,0,0,1,1,1,0
1617,2000,1,0,17,0,0,1,1,1,0
1617,2001,0,0,18,0,0,1,1,1,0
1617,2002,0,0,19,0,0,1,1,1,0
1617,2003,0,0,20,0,0,1,1,1,0
1618,1998,0,0,18,0,0,1,1,1,0
1618,1999,0,0,19,0,0,1,0,1,0
1618,2000,0,0,20,0,0,1,1,0,0
1618,2001,0,0,21,0,0,1,1,0,0
1618,2002,0,0,22,0,0,1,1,0,0
1618,2003,0,0,23,0,0,1,1,0,0
1619,1998,1,0,17,0,0,1,1,1,0
1619,1999,1,0,18,0,0,1,1,1,0
1619,2000,1,0,19,0,0,1,0,1,0
1619,2001,1,0,20,0,0,1,1,1,0
1619,2002,1,0,21,0,0,1,1,1,0
1619,2003,1,0,22,0,0,1,1,1,0
1622,1998,0,1,14,0,0,1,1,1,0
1622,1999,1,1,15,0,0,1,1,1,1
1622,2000,1,1,16,0,0,1,0,1,1
1622,2001,0,1,17,0,0,1,1,1,1
1622,2002,0,1,18,0,0,1,1,0,1
1622,2003,0,1,19,0,0,1,1,0,1
1624,1998,1,1,14,0,0,1,0,1,0
1624,1999,0,1,15,0,0,1,1,1,0
1624,2000,0,1,16,0,0,1,1,1,0
1624,2001,0,1,17,0,0,1,1,1,0
1624,2002,0,1,18,0,0,1,1,1,0
1624,2003,0,1,19,0,0,1,1,1,0
1627,1998,0,0,16,0,0,1,1,1,1
1627,1999,1,0,17,0,0,1,1,1,1
1627,2000,1,0,18,0,0,1,1,0,1
1627,2001,0,0,19,0,0,1,1,1,1
1627,2002,0,0,20,0,0,1,1,0,1
1627,2003,1,0,21,0,0,1,1,0,1
1628,1998,0,0,15,0,0,1,1,1,1
1628,1999,0,0,16,0,0,1,0,1,1
1628,2000,0,0,17,0,0,1,1,0,1
1628,2001,0,0,18,0,0,1,1,0,1
1628,2002,0,0,19,0,0,1,1,0,1
1628,2003,0,0,20,0,0,1,1,0,1
1629,1998,0,1,16,0,0,1,1,1,1
1629,1999,0,1,17,0,0,1,1,1,1
